,工作标题,工作链接,工作地点,薪资,年限,学历,公司名,公司链接,公司行业,融资情况,人数,标签,福利
73,高级数据分析师,/job_detail/884e80c635645e951nN43tS_GVZV.html,广州·天河区·东圃,13-18K·13薪,3-5年,大专,壹邦健康产业集团,/gongsi/186dc8899e02974a1XR62tm-FFs~.html,医疗/护理/卫生,未融资,1000-9999人,"['Hadoop', 'hive', 'tableau;']",节日福利，免费班车，五险一金，带薪年假，零食下午茶，员工旅游
74,【外企独角兽 remote】数据分析师,/job_detail/84f6f36682797b781XZz09u4FVJQ.html,广州·越秀区·北京路,30-50K,3-5年,本科,捷瑞网络技术,/gongsi/1a61200012cc861633x909y7Ew~~.html,移动互联网,C轮,500-999人,"['Java', 'Python', 'SQL', 'SAS', 'Matlab']",股票期权，带薪年假，定期体检，员工旅游，年终奖，节日福利，通讯补贴，五险一金
75,数据分析师（朝十晚七）,/job_detail/dd15f6a46f15eba61XV52t2-F1FS.html,广州·天河区·东圃,5-8K,经验不限,大专,中职通教育,/gongsi/ec5c7566d6d522c033V53Nm8EA~~.html,在线教育,未融资,500-999人,"['Python', 'Excel', 'PBI', 'Mysql', 'SQL']",生日福利，节日福利，员工旅游，五险一金，带薪年假，零食下午茶，年终奖
76,高级数据分析师（供应链方向）,/job_detail/73caec7a4c3edf681n173d-7E1NX.html,广州·海珠区·广州大道南,15-28K·13薪,3-5年,本科,全量全速,/gongsi/9e9cba2b0e4585bd33F839W4EQ~~.html,电子商务,B轮,500-999人,"['Python', 'SQL', 'SAS']",带薪年假，五险一金，补充医疗保险，节日福利，定期体检，零食下午茶
77,数据分析师,/job_detail/3ac6472d5392c0b21nN-3NS4F1ZR.html,广州,15-25K,1-3年,本科,信用生活,/gongsi/ffccc4ab2ce8950a1nN-29W6Ew~~.html,互联网金融,A轮,20-99人,"['Python', 'SAS', '零售信贷', '银行']",团建聚餐，节日福利，零食下午茶，带薪年假，年终奖，五险一金，股票期权，住房补贴，定期体检，周末双休，生日福利，出差补贴
78,资深数据分析师(业务分析) (MJ000992),/job_detail/a1e4ce7dbbd81a001XZ62Nq0FFRQ.html,广州·天河区·员村,20-40K·15薪,3-5年,本科,趣丸,/gongsi/45171c7ac293db5c1nR63NS4EA~~.html,移动互联网,不需要融资,1000-9999人,"['决策树', 'Excel', 'SQL']",六险一金，员工旅游，年终奖，节日福利，股票期权，天天下午茶，包吃，带薪年假
79,数据分析师（业务分析/连锁） (MJ005785),/job_detail/3546a40baa93f84e1XZ62NS9GVtV.html,广州·海珠区·南洲,18-25K·13薪,3-5年,本科,钱大妈,/gongsi/f90ec87361e14e0f1HJz29u8.html,生活服务,D轮及以上,1000-9999人,"['Python', 'Hadoop', 'Presto', 'SAS', 'Tableau', 'R']",工作午餐，全勤奖，五险一金，定期体检，年终奖，节日福利，股票期权，员工旅游，带薪年假
80,数据分析师,/job_detail/2fdb6f5a5f0072161nB_39i4ElpR.html,广州·黄埔区·南岗,10-15K·18薪,3-5年,本科,蓝月亮（中国）有限公司,/gongsi/ff4b105ef3733e341XB_396_.html,生活服务,已上市,1000-9999人,"['SQL', 'Python', 'Tableau', 'Power BI', '帆软']",餐补，五险一金，加班补助，补充医疗保险，定期体检，免费班车，带薪年假
81,数据分析师,/job_detail/ff2303219df018ae1XR62dy9F1NR.html,广州·天河区·珠江新城,15-30K,3-5年,本科,深基生物,/gongsi/3cd6297da0c59c4f0nB_2tq4EA~~.html,电子商务,,20-99人,"['Excel', 'Hive', 'Power BI', 'SQL', '相关分析', '决策树', '回归分析']",
82,阿里灵犀互娱-平台数据分析师-广州,/job_detail/dcb11d62ee29a4271XV83tu5ElNX.html,广州·海珠区·琶洲,40-70K·16薪,5-10年,本科,阿里巴巴集团,/gongsi/5d627415a46b4a750nJ9.html,互联网,已上市,10000人以上,['Python'],补充医疗保险，股票期权，餐补，年终奖，交通补助，员工旅游，免费班车，五险一金，节日福利，零食下午茶
83,数据分析师（广深）,/job_detail/91f73e509736dd9b1XV-2d64F1NS.html,广州·天河区·珠江新城,15-30K,1-3年,本科,数势科技,/gongsi/f4359e369affbe033nV639S_Fw~~.html,企业服务,A轮,100-499人,"['Python', 'SQL', 'Power BI', 'Tableau', 'Hive']",年终奖，五险一金，节日福利，带薪年假，股票期权，出差补助，零食下午茶
84,数据分析经理,/job_detail/9b5b2e8a801a7e8d1nx80964FFQ~.html,广州·番禺区·市桥,12-15K,3-5年,本科,火石互动,/gongsi/6164cb5045c4bc811nJz39i1EQ~~.html,数据服务,未融资,100-499人,"['数据分析', '数据挖掘', '数据架构']",
85,数据分析师,/job_detail/3f219ac5939d9bdb1nx_3Nq5ElRR.html,广州·天河区·珠江新城,15-24K,3-5年,本科,育智教育科技,/gongsi/c00c49ff7b3f1af51nVz2N20FFI~.html,在线教育,,20-99人,['SQL'],
86,数据分析工程师,/job_detail/f6b52058a2c51e5d3nR82tm0FFc~.html,广州·荔湾区·芳村,15-25K,3-5年,本科,唯品会,/gongsi/b72f700dda59df7b33B90tU~.html,互联网,已上市,10000人以上,"['数据分析', '数据仓库', 'SQL', 'Python', 'Excel', 'hive', 'Hive', '分布式技术']",住房补贴，股票期权，定期体检，带薪年假，员工旅游，通讯补贴，节日福利，五险一金，补充医疗保险，年终奖，免费班车，零食下午茶，包吃，全勤奖，交通补助
87,数据分析师,/job_detail/f59ddf39c871da471XR-0tq5F1RX.html,广州·天河区·岗顶,10-14K,1-3年,本科,爱知之星,/gongsi/97a0809423ca67cb03Z63N0~.html,计算机软件,已上市,100-499人,"['SQL', '数据分析', '文案', '运营商']",股票期权，餐补，年终奖，带薪年假，加班补助，补充医疗保险，定期体检，交通补助，五险一金，通讯补贴，零食下午茶，节日福利
88,数据分析工程师,/job_detail/e523fd0c2ced8eb31HBy39y5GFc~.html,广州·越秀区·建设,7-14K,3-5年,本科,中赢智数,/gongsi/ecb56e18938f185d1HJ52tu4GA~~.html,数据服务,未融资,20-99人,"['数据库', '数据分析', '数据处理']",带薪年假，餐补，年终奖，节日福利，员工旅游，五险一金，定期体检，通讯补贴，加班补助，交通补助，零食下午茶，股票期权
89,数据分析师,/job_detail/79202bbc366ab88a1nF_3Nq0FlpV.html,广州·天河区·岗顶,11-18K,3-5年,本科,丹霄技术,/gongsi/f014133c317776fe1nx-3tu1.html,智能硬件,未融资,100-499人,"['Python', 'Excel', 'SQL', 'SPSS', 'R', '方差分析', '回归分析', '描述统计']",
90,数据分析师,/job_detail/4b901f1e455dc4920Hx52N-_Flc~.html,广州·天河区·珠江新城,12-18K,1-3年,本科,小象数据分析师事务所,/gongsi/1d4a36527e7a2e6833d53Nq8GQ~~.html,数据服务,未融资,0-20人,"['数据分析', 'SQL', 'Python', 'Java', 'JavaScript', 'Excel']",员工旅游，五险一金，带薪年假，节日福利，年终奖
91,数据分析师,/job_detail/4bbc3065710851491XZ72dW9EFdS.html,广州·荔湾区·芳村,12-18K,1年以内,大专,健易优,/gongsi/e65082e36cba697a1ndy2tm0EVc~.html,在线教育,,20-99人,['相关分析'],节日福利，零食下午茶，餐补，全勤奖，年终奖，五险一金，员工旅游，住房补贴，定期体检，补充医疗保险，加班补助，带薪年假
92,数据分析师,/job_detail/ff2d83cd31f8655b1nx93tW0EVBS.html,广州·番禺区·洛溪,4-6K,1年以内,本科,欧森,/gongsi/79d3903b294fe97e33d40ti4FA~~.html,电子商务,未融资,0-20人,"['Python', 'SQL', '相关分析', '决策树', '效度分析', 'Excel', 'R']",员工旅游，年终奖，零食下午茶，节日福利，五险一金
93,数据分析师,/job_detail/6254c2625b0ed73b1nN63dq_EFU~.html,广州·天河区·龙口,3-4K,1年以内,本科,宏海咨询,/gongsi/b6f10a65df13f3671nB529u8GA~~.html,企业服务,,20-99人,"['数据分析', '商业产品']",
94,数据分析师,/job_detail/7e0b13a7ba2439a71nB-2d65FlJX.html,广州·番禺区·华南,6-8K·13薪,1-3年,大专,全美科技,/gongsi/8f2ce06b8c6016eb1nd_39u5EQ~~.html,医疗健康,不需要融资,100-499人,"['SQL', '相关分析', '多元统计分析', '回归分析']",补充医疗保险，带薪年假，员工旅游，零食下午茶，节日福利，全勤奖，年终奖，入职社保
95,数据分析师,/job_detail/84850701ea9d68b91nZ73NS9FFJS.html,广州·海珠区·滨江路沿线,10-11K,1-3年,本科,美亚柏科,/gongsi/50dc25e60016b1491ndy2tW-Fg~~.html,信息安全,已上市,1000-9999人,"['SQL', 'Excel', 'ECharts', 'Hive', '大数据']",带薪年假，补充医疗保险，五险一金，零食下午茶，年终奖，餐补，股票期权，交通补助，加班补助，定期体检，免费班车，节日福利，员工旅游，通讯补贴
96,数据分析师,/job_detail/c75e628e36d986e71nF639y1EFBW.html,广州·天河区·东圃,8-12K,1-3年,本科,广州智数,/gongsi/792d0eb834167d5303d_3Nm8.html,数据服务,未融资,20-99人,"['SQL', 'Python', 'Excel', 'Power BI', '聚类分析', '回归分析']",节日福利，年终奖，员工旅游，包吃，五险一金，零食下午茶，带薪年假
97,数据分析师(J10706),/job_detail/9a47134c28e2dd9a1XV92ti8FVFW.html,广州,15-25K·14薪,3-5年,本科,中康数字科技有限公司,/gongsi/586bd2d2cc9ef6c01nN82Nm6FlE~.html,医疗健康,不需要融资,500-999人,['Python'],定期体检，五险一金，餐补，年终奖，带薪年假，节日福利
98,数据分析师,/job_detail/8ae3a250e377e72c1nJy2d28FlJW.html,广州·海珠区·赤岗,20-35K·15薪,1-3年,本科,腾讯,/gongsi/9f65fb2932db15f81XV629u0EVQ~.html,互联网,不需要融资,10000人以上,"['Python', 'SQL']",员工旅游，零食下午茶，补充医疗保险，带薪年假，餐补，公仔周边活动，年终奖，免费健身房，免费早晚餐，股票期权，节日福利，包吃，住房补贴，免费班车，定期体检，五险一金，交通补助
99,数据分析师,/job_detail/3dd28b86eabe89221nF-2t69EVZV.html,广州·海珠区·琶洲,12-23K,1-3年,本科,汇智通信,/gongsi/7636e3a2053424b40Xxz3Nm5.html,通信/网络设备,,1000-9999人,"['Python', 'Spark', 'MapReduce', 'Hadoop', 'SQL', 'Scala', 'Hive']",零食下午茶，交通补助，节日福利，五险一金，补充医疗保险，带薪年假，员工旅游，通讯补贴，餐补，年终奖，定期体检，股票期权
100,数据分析师,/job_detail/2f0159adb8105e2b1nVz3tq0FVNS.html,广州·白云区·南湖,6-8K,3-5年,大专,福佑卡车,/gongsi/f910c81104b1d3ce0XNy2Q~~.html,互联网,D轮及以上,500-999人,['Excel'],七险一金，全勤奖，带薪年假，节日福利，零食下午茶，年终奖，补充医疗保险，定期体检，培训学习，五险一金，员工旅游
101,数据分析师,/job_detail/d0f82b42fd81744e1XRz3t66EVVQ.html,广州·天河区·珠江新城,10-15K·13薪,1-3年,本科,天讯瑞达,/gongsi/b893df88353a8efa0HN439W-.html,计算机软件,不需要融资,500-999人,"['多元统计分析', '方差分析', '回归分析', '因子分析', '聚类分析', '决策树', '效度分析', '相关分析']",五险一金，交通补助，年终奖，节日福利，带薪年假，周末双休，免费体育活动，零食下午茶，员工旅游
102,数据分析师,/job_detail/5ca384f607efbdbe1nx-2Nq7GVBV.html,广州·黄埔区·科学城,12-20K·13薪,3-5年,本科,宜健邦科技,/gongsi/edb12f2d85db14741XN50tu1Fw~~.html,贸易/进出口,未融资,100-499人,"['SQL', 'Spark', 'Presto', 'Excel']",带薪年假，五险一金，员工旅游，零食下午茶，年终奖
103,数据分析师,/job_detail/cd641a19daebeab11nF-39S7EVdX.html,广州·黄埔区·科学城,18-25K,5-10年,本科,广州尚科,/gongsi/488b4cd139c7be361nFy2tq9FVY~.html,数据服务,不需要融资,20-99人,"['Python', 'Java', 'Scala', 'Hive', 'Hadoop', 'Spark', 'Flink']",员工旅游，带薪年假，加班补助，免费班车，节日福利，零食下午茶
104,数据分析师,/job_detail/6ddf4d15bad37f551nJ739W1GFBW.html,广州·黄埔区·科学城,10-15K,1-3年,本科,齐明软件,/gongsi/6ed2311c931a03151nBz0tS8GQ~~.html,计算机软件,未融资,100-499人,"['SQL', 'Python', 'Java', 'Shell', 'Scala']",餐补，零食下午茶，交通补助，节日福利，年终奖，五险一金，带薪年假，定期体检，员工旅游，通讯补贴
105,数据分析师,/job_detail/5ae11745bcc5ff2b1nNz3Nm6EVJQ.html,广州·天河区·珠江新城,5-7K·13薪,1-3年,本科,万科物业,/gongsi/ec49e14a744513291nB53d-6.html,物业服务,不需要融资,10000人以上,['Excel'],五险一金，通讯补贴，加班补助，定期体检，带薪年假，年终奖，节日福利，餐补，包吃，员工旅游
106,数据分析师,/job_detail/f1371a2544e05a0e1n1y2d-0GVJQ.html,广州·黄埔区·荔联,11-16K,3-5年,本科,蓝月亮,/gongsi/206765c522009b5703R529k~.html,生活服务,已上市,10000人以上,"['Python', 'SQL', 'BI', 'xmind']",餐补，加班补助，零食下午茶，节日福利，免费班车，免费住宿，带薪年假，定期体检，五险一金
107,数据分析,/job_detail/44df1cf20bd824c71nVz3tS4GFM~.html,广州·天河区·天河北,6-12K,1-3年,大专,广州神灯,/gongsi/804a9ee4a7a0dd1a0XR73ty8.html,互联网,未融资,20-99人,"['数据分析', '数据处理', '数据挖掘']",
108,数据分析,/job_detail/b62ac510f0535ddc1nZ639W9EVZR.html,广州·白云区·黄边,10-15K,1-3年,本科,三体网络,/gongsi/f294d9b5a21523cd1HF929u0Fw~~.html,移动互联网,未融资,100-499人,"['用户画像', '生意参谋', '数据银行', '数据分析', '消费者画像', '电商数据分析']",加班补助，员工旅游，五险一金，节日福利，全勤奖，带薪年假
109,数据分析专员,/job_detail/87f1c5aae767298c1HVz0tS7FVI~.html,广州·白云区·同德,4-5K,1-3年,本科,亿昊,/gongsi/3c1a6c12b4ce216a1X1409i9Eg~~.html,电子商务,,20-99人,['数据分析'],
110,数据分析专员,/job_detail/40bb5dba7f4bb4231XJ42t-4GFQ~.html,广州·越秀区·东风中路,5-8K,1-3年,大专,优宿企业管理,/gongsi/4d6f4f39e48346fa1nV_2dy0Ew~~.html,生活服务,未融资,100-499人,"['数据分析', '销售']",
111,数据分析主管,/job_detail/2fb711cf001df6ec1XZ629-0ElM~.html,广州·白云区·太和,5-8K,1-3年,大专,顺兴物流,/gongsi/630c8f9d1da0f1ec1nx409i0EQ~~.html,交通/运输,不需要融资,20-99人,"['数据分析', '数据处理', '网络']",
112,数据分析工程师,/job_detail/8101d428301632380ndz3Ni1F1I~.html,广州·黄埔区·小新塘,15-30K,1-3年,本科,太平洋网络,/gongsi/6e16ee1ee662583d1HR73Nw~.html,互联网,已上市,1000-9999人,"['SQL', 'Python', 'Shell', '数据分析', '大数据']",餐补，交通补助，年终奖，节日福利，定期体检，带薪年假，五险一金，员工旅游
113,数据分析师,/job_detail/f326582b70f108dd1XVy2Nq_F1FV.html,广州,9-10K,经验不限,本科,团美连,/gongsi/ff32d254d5884da11XRy2d28ElA~.html,音乐/视频/阅读,,0-20人,['相关分析'],
114,高级数据分析师,/job_detail/1cd5316a83ad19fb1XV_3tS7FlVW.html,广州·海珠区·琶洲,15-25K,3-5年,本科,美业颜究院,/gongsi/afad4179428a2c511nJy2t66GFc~.html,数据服务,B轮,20-99人,"['相关分析', '日化美妆', '客户服务意识', '行业数据经验']",五险一金，带薪年假，节日福利，零食下午茶，年终奖，股票期权，员工旅游
115,高级数据分析师/主管,/job_detail/4d3c79a8a32481121nxz296_GFtW.html,广州·天河区·天河公园,10-15K,3-5年,本科,众炬科技,/gongsi/f0339d57303e8d341nB43NW9GFI~.html,计算机软件,不需要融资,0-20人,"['SQL', '算法设计', '推荐算法', '深度学习算法', 'MySQL', 'SPSS', 'SAS', 'Java']",住房补贴，全勤奖，五险一金，交通补助，带薪年假，年终奖，员工旅游，加班补助
116,数据分析师,/job_detail/7d8048ab50616b7c1XV_09W0FFVW.html,广州·黄埔区·小新塘,15-30K·13薪,1-3年,本科,网易,/gongsi/38bd5c757efa4ab6331z.html,移动互联网,已上市,10000人以上,['Python'],年终奖，节日福利，包吃，定期体检，带薪年假，补充医疗保险，五险一金，免费班车，全勤奖
117,中高级数据分析师,/job_detail/c061bbd431e06c701n1y2Nq9E1FV.html,广州,12-18K·14薪,3-5年,本科,数说故事,/gongsi/2da27d046163a2b803N90t67.html,互联网,C轮,500-999人,"['消费者洞察', '商业分析', '数据分析', '分析报告', '市场研究']",五险一金，带薪年假，零食下午茶，定期体检，节日福利，员工旅游，年终奖
118,数据分析师,/job_detail/9c870bab538596f21XV90tm-GVpR.html,广州·天河区·跑马场,8-13K,1-3年,大专,帝诺科技,/gongsi/b596a7937150ad161n1729W6E1U~.html,互联网,,20-99人,['SQL'],节日福利，全勤奖，零食下午茶，五险一金，餐补，年终奖，带薪年假，员工旅游，加班补助
119,数据分析师（外包）,/job_detail/fb6e4613835e51721XV62NW1FVVR.html,广州·天河区·小新塘,10-15K·13薪,1-3年,本科,网易游戏,/gongsi/378e32b74df25c2c1XRy2N2_FFA~.html,游戏,已上市,10000人以上,"['SQL', 'Excel', 'Hive']",免费班车，节日福利，定期体检，员工旅游，五险一金，包吃，年终奖，股票期权，餐补，带薪年假，交通补助，补充医疗保险
120,数据分析师（商品）,/job_detail/629aea48a4a9f6911nN50tS1FVZS.html,广州·番禺区·南村,8-12K,3-5年,大专,玖泽,/gongsi/2480f1956dd904741nd73Nq-Els~.html,贸易/进出口,,1000-9999人,"['SQL', 'Python', 'SPSS']",五险一金，员工旅游，补充医疗保险，节日福利，带薪年假
121,高级数据分析师,/job_detail/f6960999239742791XR709u5E1dV.html,广州,20-40K·16薪,3-5年,本科,BIGO,/gongsi/d1539fda413000a10XB-0tW6.html,移动互联网,已上市,1000-9999人,"['Python', 'SQL', 'SPSS', 'SAS']",年终奖，全勤奖，带薪年假，定期体检，住房补贴，五险一金，股票期权，补充医疗保险
122,空间数据分析师,/job_detail/2ad25d6c5ed28ed91XVy2dm8F1RQ.html,广州·越秀区·环市东,11-17K·13薪,3-5年,本科,武大吉奥,/gongsi/26274c8bdb2c4b920HR529S0.html,计算机软件,未融资,1000-9999人,"['Python', 'Spark', 'Hadoop', 'arcgis', 'HDFS']",节日福利，餐补，零食下午茶，全勤奖，通讯补贴，年终奖，员工旅游，带薪年假，交通补助，加班补助，定期体检，五险一金，补充医疗保险
123,经营分析-数据分析师（本地生活）,/job_detail/0cce2ff96ff7d9751XZ83tm-FlRW.html,广州·海珠区·琶洲,30-60K·15薪,3-5年,本科,北京字节跳动,/gongsi/7d01ce6cfe2022030HJ409y-.html,移动互联网,D轮及以上,10000人以上,"['Python', 'Excel', 'Tableau']",住房补贴，夜班补助，带薪年假，加班补助，法定节假日三薪，餐补，年终奖，零食下午茶，股票期权，五险一金，定期体检，免费健身房，嘀嘀打车，有无线网，节日福利，补充医疗保险
124,Python数据分析,/job_detail/31686f9c799aa4f71nNz2du5FlZR.html,广州·越秀区·环市东,12-20K·13薪,3-5年,本科,名医汇,/gongsi/dea988a5e4dbbdb81nBy3Nu1GFY~.html,医疗/护理/卫生,未融资,20-99人,"['Python', '网络爬虫技术', 'Django', 'Flask', '推荐算法', '数据分析', '互联网医疗']",节日福利，零食下午茶，全勤奖，年终奖，定期体检，员工旅游，五险一金，加班补助
125,数据分析,/job_detail/275906cf269ba7591XR-396-FFBQ.html,广州·黄埔区·科学城,8-11K·13薪,1-3年,本科,找大状,/gongsi/26ac7dbeb26e555c1XJ92tW8.html,互联网,A轮,1000-9999人,['相关分析'],零食下午茶，交通补助，五险，节日福利，带薪年假，员工旅游
126,高级数据分析师,/job_detail/fddf1182bd6171001nN-3NS0ElJQ.html,广州,20-28K,3-5年,本科,信用生活,/gongsi/ffccc4ab2ce8950a1nN-29W6Ew~~.html,互联网金融,A轮,20-99人,"['Python', 'SAS', '零售信贷', '银行']",零食下午茶，五险一金，周末双休，带薪年假，股票期权，定期体检，出差补贴，住房补贴，生日福利，节日福利，年终奖，团建聚餐
127,数据分析讲师,/job_detail/a954d234aa4a23c61nN-09u_GFtR.html,广州·天河区·时尚天河,7-8K,经验不限,本科,海道教育,/gongsi/b3ee9a2b0eb755a71nB63N67EQ~~.html,在线教育,A轮,100-499人,"['数据挖掘', '数据仓库', 'ETL', '数据分析']",股票期权，加班补助，零食下午茶，节日福利，年终奖，定期体检，五险一金，补充医疗保险，带薪年假
128,高级数据分析,/job_detail/f46f2ca44c3404fd1nd70924F1BR.html,广州,18-35K·15薪,经验不限学历,不限,三七互娱,/gongsi/961f8d30b1d5546b1X1-2965Fg~~.html,移动互联网,已上市,1000-9999人,['游戏'],包吃，补充医疗保险，零食下午茶，全勤奖，节日福利，交通补助，定期体检，通讯补贴，年终奖，五险一金，员工旅游，餐补，股票期权，带薪年假
129,数据分析主管,/job_detail/3d559c96fd3c63371XVy0t66FFtQ.html,广州·白云区·金沙洲,8-12K,3-5年,本科,易鲜坊,/gongsi/4f34c211d9d5e4d11nd_2dq6EFU~.html,批发/零售,A轮,100-499人,['数据分析/挖掘经验'],餐补，五险一金，带薪年假，节日福利
130,数据分析经理,/job_detail/781ee543e672c10e1nNz29m1FVJW.html,广州·海珠区·昌岗,20-35K,5-10年,本科,茶理宜世,/gongsi/9ebb8aadd0d061261XJ43921Eg~~.html,餐饮,不需要融资,500-999人,"['SQL', 'Tableau', 'Hive', 'Hadoop', 'Spark']",员工旅游，补充医疗保险，年终奖，节日福利，带薪年假，交通补助，加班补助，餐补，全勤奖
131,数据分析师,/job_detail/c23330a347ff97661XR52N-6F1RQ.html,广州·天河区·员村,20-35K·15薪,3-5年,本科,广州智品网络科技公司,/gongsi/aab61fcbea18ed1c0XR_3Nq6.html,移动互联网,A轮,100-499人,"['Python', 'SQL', 'Hive', 'Power BI', '聚类分析', '决策树']",定期体检，五险一金
132,数据分析经理,/job_detail/a463db81842f66f11XZ42Nu5EFZQ.html,广州·白云区·金沙洲,11-20K,5-10年,本科,乐禾食品集团,/gongsi/ac9f8414ae56bf0603F53d26Fg~~.html,批发/零售,D轮及以上,1000-9999人,"['SQL', 'Excel', 'Matlab']",定期体检，零食下午茶，节日福利，包吃，五险一金，年终奖，股票期权
133,数据分析专员,/job_detail/1d6667e9ac103f8d1nFz2tq1FlNS.html,广州,4-9K,1-3年,大专,袋鼠妈妈,/gongsi/c57809f7b63d09731XRy0tm5FVs~.html,电子商务,未融资,1000-9999人,"['SPSS', 'SAS', 'Tableau', 'R', 'Excel', '方差分析', '回归分析', '多元统计分析']",节日福利，免费班车，提供吃住，岗位晋升，定期体检，年终奖，零食下午茶，团建活动，带薪年假，五险一金
134,高级会员数据分析,/job_detail/10b58e789c4f16f51XVy2tm1F1NW.html,广州·天河区·棠下,8-13K·16薪,3-5年,本科,虎彩集团,/gongsi/86510a8ab2c6a55e1XR42969GVc~.html,印刷/包装/造纸,,1000-9999人,"['Excel', 'Power BI', '用户数据', '电商行业', '数据建模', '会员周期']",年终奖，员工旅游，五险一金，节日福利，住房补贴，通讯补贴，定期体检，购房购车补贴，带薪年假，包吃，零食下午茶
135,Python（数据分析方向）,/job_detail/d562eda8e6a820821nN73dq7EFFR.html,广州·番禺区·南村,5-8K,1年以内,本科,徕伊佐慕服饰,/gongsi/419782ec0625a4391Hd_09m_GA~~.html,服装/纺织/皮革,未融资,20-99人,"['Python', 'SQL', '跨境电商', '数据运营', '自动化']",包吃，节日福利，加班补助，员工旅游，带薪年假，五险一金，年终奖
136,ITBA-数据分析,/job_detail/b75cd5aece716c911XV93Ni9F1JX.html,广州·越秀区·北京路,10-15K·13薪,1-3年,本科,广东万宁,/gongsi/f62f80b63cb978751nR83dm6EQ~~.html,贸易/进出口,不需要融资,1000-9999人,"['Python', 'Tableau', 'Power BI', 'SQL']",加班补助，年终奖，定期体检，五险一金，带薪年假，补充医疗保险，节日福利
137,跨境电商数据分析,/job_detail/d0f344b3642771591nF50tu8F1dV.html,广州·天河区·东圃,4-9K,经验不限,大专,万杉生物科技发展,/gongsi/571d76adb561d0fd0n1-29S1EQ~~.html,电子商务,未融资,0-20人,['决策树'],带薪年假，员工旅游，五险一金，股票期权，全勤奖，节日福利，零食下午茶，年终奖
138,数据分析经理-base惠州,/job_detail/94205d18e9875b2b1XVy39S9FVJX.html,广州·海珠区·南洲,20-30K,3-5年,本科,惠州市熊猫不走烘...,/gongsi/36558b5ca1ed6ae61XN409m5FA~~.html,O2O,B轮,1000-9999人,"['Excel', 'Python', 'SQL']",员工旅游，节日福利，带薪年假，通讯补贴，五险一金，出差补贴，股票期权，交通补助，零食下午茶
139,【23届实习】数据分析实习生,/job_detail/df61e7afeae8b5661XVy0t69FVBQ.html,广州·天河区·岗顶,200-250元/天,4天/周5个月,本科,安恒信息,/gongsi/7181a3f0481f641b1HZ_29U~.html,信息安全,已上市,1000-9999人,"['数学/统计相关专业', '计算机相关专业', '数据分析/挖掘经验']",员工旅游，补充医疗保险，餐补，五险一金，零食下午茶，通讯补贴，年终奖，节日福利，定期体检，带薪年假，交通补助
140,数据分析工程师（国家重点实验室）,/job_detail/f093c26ae3bc1f621nN73NS1FFBV.html,广州·黄埔区·万达广场,11-15K,1-3年,硕士,中国电研,/gongsi/ef8417f03bdfeb261nN-2dy-E1E~.html,学术/科研,,100-499人,"['Hadoop', 'Spark', 'MapReduce', '各类补贴', '完整假期', '六险二金', '工作餐', '工会福利']",
141,开发工程师（偏数据分析方向）,/job_detail/8d023221298a55ce1nJ_2NS0ElFR.html,广州·越秀区·三元里,10-15K·13薪,经验不限,本科,希伯莱,/gongsi/a6a5258bc43d99b11nZz09i1.html,移动互联网,不需要融资,100-499人,"['Python', 'Tableau', '相关分析', 'SQL', 'Excel', '英语四级']",节日福利，带薪年假，年终奖，补充医疗保险，五险一金，全勤奖，零食下午茶，员工旅游，通讯补贴
142,高级电子商务主管-数据分析(BI）(J12790),/job_detail/dbb5f9b56faa28861XZ62d--EldQ.html,广州·天河区·珠江新城,8-13K·16薪,3-5年,大专,斯凯奇,/gongsi/e5f652a7779c934b1nx_3tu1EFI~.html,批发/零售,不需要融资,1000-9999人,"['Python', 'SQL', 'SPSS', 'Excel', 'Tableau']",五险一金，年终奖，补充医疗保险，节日福利，定期体检，带薪年假，零食下午茶
143,需求分析师-供应链系统&数据分析,/job_detail/8270aa98615ccf331n170tW_EldW.html,广州·白云区·白云大道,10-15K,3-5年,大专,UR,/gongsi/6a2f4337701b2adb03d9298~.html,服装/纺织/皮革,B轮,1000-9999人,"['数据分析', '需求分析']",节日福利，员工旅游，年终奖，五险一金，带薪年假，补充医疗保险，生日福利，免费班车，定期体检，绩效奖金
144,数据分析师,/job_detail/af09818242448a191nN43Ny8FVc~.html,广州·天河区·龙口,8-11K,1-3年,本科,广州链能,/gongsi/a9d9403fdac402d21nV72Nm5EQ~~.html,互联网,天使轮,20-99人,"['数据建模', '数据处理', '机器学习']",五险一金，年终奖，员工旅游，股票期权，交通补助，加班补助，节日福利，带薪年假，零食下午茶
145,数据分析师,/job_detail/abfa690dda4f1f231nd43Nq0GVVR.html,广州·越秀区·东风东,7-12K,3-5年,本科,朗新科技,/gongsi/1b28fe2d9ba585821XR809w~.html,计算机软件,已上市,1000-9999人,"['SQL', 'Linux', 'Oracle', 'MySQL', '计算机软件']",带薪年假，通讯补贴，优秀员工旅游，定期体检，股票期权，节日福利，员工旅游，交通补助，五险一金，加班补助，年终奖，补充医疗保险
146,跨境电商数据分析专员,/job_detail/86665c60d4f3b6521XZ42du5GVdV.html,广州·番禺区·市桥,6-11K,经验不限,本科,思帆信息科技有限公司,/gongsi/0cf9afc2a132e5461Xd83tu6EQ~~.html,电子商务,不需要融资,100-499人,"['Python', 'Excel', '亚马逊', 'CPC', 'PPC', '数据分析', '网络广告投放']",零食下午茶，带薪年假，加班补助，五险一金，年终奖，餐补，节日福利
